Info 0    [22:21:37.209] Starting TS Server
Info 42   [22:22:03.354] getCompletionData: Get current token: 0.03350300341844559
Info 43   [22:22:03.354] getCompletionData: Is inside comment: 0.01071999967098236
Info 44   [22:22:03.354] getCompletionData: Get previous token: 0.06175599992275238
Info 45   [22:22:03.355] getCompletionsAtPosition: isCompletionListBlocker: 0.14886000007390976
Info 46   [22:22:03.372] AutoImportProviderProject: found 5 root files in 5 dependencies in 11.67349499836564 ms
Info 47   [22:22:03.372] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject1*
Info 48   [22:22:03.373] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject1* Version: 2 structureChanged: false structureIsReused:: Not Elapsed: 0.4821140021085739ms
Info 49   [22:22:03.373] getExportInfoMap: cache miss or empty; calculating new results
Info 50   [22:22:03.447] forEachExternalModuleToImportFrom autoImportProvider: 23.2387170009315
Info 51   [22:22:03.447] getExportInfoMap: done in 87.32637000083923 ms
Info 52   [22:22:03.458] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 53   [22:22:03.458] collectAutoImports: response is complete
Info 54   [22:22:03.458] collectAutoImports: 10.264341998845339
Info 55   [22:22:03.458] getCompletionData: Semantic work: 103.4252250008285
Info 56   [22:22:03.483] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.03005499765277
Info 57   [22:22:04.142] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 58   [22:22:04.151] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 8.280861999839544ms
Info 59   [22:22:04.151] Different program with same set of files
Info 60   [22:22:04.243] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 61   [22:22:04.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 10.48938399925828ms
Info 62   [22:22:04.254] Different program with same set of files
Info 63   [22:22:04.409] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 64   [22:22:04.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 8.428768999874592ms
Info 65   [22:22:04.418] Different program with same set of files
Info 66   [22:22:04.511] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 67   [22:22:04.519] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 7.9396119974553585ms
Info 68   [22:22:04.519] Different program with same set of files
Info 69   [22:22:04.660] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 70   [22:22:04.666] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 6.535106997936964ms
Info 71   [22:22:04.667] Different program with same set of files
Info 72   [22:22:05.158] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 73   [22:22:05.169] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 10.456281997263432ms
Info 74   [22:22:05.169] Different program with same set of files
Info 75   [22:22:06.371] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 76   [22:22:06.383] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 12.440944001078606ms
Info 77   [22:22:06.383] Different program with same set of files
Info 78   [22:22:06.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 79   [22:22:06.525] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 11.110208999365568ms
Info 80   [22:22:06.525] Different program with same set of files
Info 81   [22:22:06.762] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 82   [22:22:06.770] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 7.691525999456644ms
Info 83   [22:22:06.770] Different program with same set of files
Info 84   [22:22:07.426] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 85   [22:22:07.442] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 16.175719998776913ms
Info 86   [22:22:07.442] Different program with same set of files
Info 87   [22:22:07.513] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 88   [22:22:07.518] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 5.619148999452591ms
Info 89   [22:22:07.518] Different program with same set of files
Info 90   [22:22:08.778] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 91   [22:22:08.789] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 11.43409600108862ms
Info 92   [22:22:08.789] Different program with same set of files
Info 93   [22:22:09.187] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 94   [22:22:09.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 8.163621999323368ms
Info 95   [22:22:09.196] Different program with same set of files
Info 96   [22:22:09.323] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 97   [22:22:09.331] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 8.13943600282073ms
Info 98   [22:22:09.331] Different program with same set of files
Info 99   [22:22:09.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 100  [22:22:09.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 11.337915997952223ms
Info 101  [22:22:09.934] Different program with same set of files
Info 102  [22:22:11.603] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 103  [22:22:11.617] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 14.118671000003815ms
Info 104  [22:22:11.617] Different program with same set of files
Info 105  [22:22:11.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 106  [22:22:11.797] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 7.792805999517441ms
Info 107  [22:22:11.797] Different program with same set of files
Info 108  [22:22:12.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 109  [22:22:12.278] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 10.75253800302744ms
Info 110  [22:22:12.278] Different program with same set of files
Info 111  [22:22:12.423] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 112  [22:22:12.431] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 8.074804998934269ms
Info 113  [22:22:12.431] Different program with same set of files
Info 114  [22:22:13.023] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 115  [22:22:13.038] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 26 structureChanged: false structureIsReused:: Completely Elapsed: 14.280324000865221ms
Info 116  [22:22:13.038] Different program with same set of files
Info 117  [22:22:13.383] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 118  [22:22:13.391] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 27 structureChanged: false structureIsReused:: Completely Elapsed: 8.298705000430346ms
Info 119  [22:22:13.391] Different program with same set of files
Info 120  [22:22:13.654] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 121  [22:22:13.664] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 28 structureChanged: false structureIsReused:: Completely Elapsed: 9.946515999734402ms
Info 122  [22:22:13.665] Different program with same set of files
Info 123  [22:22:13.839] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 124  [22:22:13.846] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 29 structureChanged: false structureIsReused:: Completely Elapsed: 7.488175000995398ms
Info 125  [22:22:13.846] Different program with same set of files
Info 126  [22:22:14.040] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 127  [22:22:14.046] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 30 structureChanged: false structureIsReused:: Completely Elapsed: 6.639564000070095ms
Info 128  [22:22:14.047] Different program with same set of files
Info 129  [22:22:14.295] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 130  [22:22:14.302] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 6.776621002703905ms
Info 131  [22:22:14.302] Different program with same set of files
Info 132  [22:22:14.448] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 133  [22:22:14.454] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 5.620742999017239ms
Info 134  [22:22:14.454] Different program with same set of files
Info 135  [22:22:14.772] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 136  [22:22:14.780] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 7.739114999771118ms
Info 137  [22:22:14.780] Different program with same set of files
Info 138  [22:22:14.936] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 139  [22:22:14.942] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 5.8646389991045ms
Info 140  [22:22:14.942] Different program with same set of files
Info 141  [22:22:15.251] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 142  [22:22:15.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 5.157933998852968ms
Info 143  [22:22:15.257] Different program with same set of files
Info 144  [22:22:18.661] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 145  [22:22:18.672] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 11.084059000015259ms
Info 146  [22:22:18.672] Different program with same set of files
Info 147  [22:22:19.487] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 148  [22:22:19.503] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 15.875195000320673ms
Info 149  [22:22:19.503] Different program with same set of files
Info 150  [22:22:19.902] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 151  [22:22:19.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 11.243108000606298ms
Info 152  [22:22:19.913] Different program with same set of files
Info 153  [22:22:20.419] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 154  [22:22:20.434] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 14.533098001033068ms
Info 155  [22:22:20.434] Different program with same set of files
Info 156  [22:22:21.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 157  [22:22:21.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 9.353633999824524ms
Info 158  [22:22:21.315] Different program with same set of files
Info 159  [22:22:21.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 160  [22:22:21.710] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 12.767055999487638ms
Info 161  [22:22:21.710] Different program with same set of files
Info 162  [22:22:22.829] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 163  [22:22:22.897] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: true structureIsReused:: SafeModules Elapsed: 68.09657200053334ms
Info 164  [22:22:22.897] Different program with same set of files
Info 165  [22:22:24.700] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 166  [22:22:24.764] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: true structureIsReused:: SafeModules Elapsed: 63.009291000664234ms
Info 167  [22:22:24.764] Different program with same set of files
Info 168  [22:22:24.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 169  [22:22:24.771] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 6.099309999495745ms
Info 170  [22:22:24.771] Different program with same set of files
Info 171  [22:22:25.330] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 172  [22:22:25.343] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 12.54679299890995ms
Info 173  [22:22:25.343] Different program with same set of files
Info 174  [22:22:25.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 175  [22:22:25.421] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 5.332021001726389ms
Info 176  [22:22:25.421] Different program with same set of files
Info 177  [22:22:25.549] getCompletionData: Get current token: 0.005330000072717667
Info 178  [22:22:25.549] getCompletionData: Is inside comment: 0.006241999566555023
Info 179  [22:22:25.549] getCompletionData: Get previous token: 0.01317400112748146
Info 180  [22:22:25.549] getExportInfoMap: cache hit
Info 181  [22:22:25.560] collectAutoImports: resolved 4 module specifiers, plus 0 ambient and 2 from cache
Info 182  [22:22:25.560] collectAutoImports: response is complete
Info 183  [22:22:25.560] collectAutoImports: 10.620870999991894
Info 184  [22:22:25.560] getCompletionData: Semantic work: 10.78812399879098
Info 185  [22:22:25.560] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5940739996731281
Info 186  [22:22:25.810] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 187  [22:22:25.819] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 8.920702002942562ms
Info 188  [22:22:25.819] Different program with same set of files
Info 189  [22:22:25.879] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 190  [22:22:25.884] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 4.770628001540899ms
Info 191  [22:22:25.884] Different program with same set of files
Info 192  [22:22:25.987] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 193  [22:22:25.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 7.199873998761177ms
Info 194  [22:22:25.994] Different program with same set of files
Info 195  [22:22:26.224] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 196  [22:22:26.260] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: true structureIsReused:: SafeModules Elapsed: 35.12821600213647ms
Info 197  [22:22:26.260] Different program with same set of files
Info 198  [22:22:27.099] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 199  [22:22:27.109] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 9.275766998529434ms
Info 200  [22:22:27.109] Different program with same set of files
Info 201  [22:22:28.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 202  [22:22:28.774] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 8.52912800014019ms
Info 203  [22:22:28.774] Different program with same set of files
Info 204  [22:22:28.956] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 205  [22:22:28.962] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false structureIsReused:: Completely Elapsed: 5.295272000133991ms
Info 206  [22:22:28.962] Different program with same set of files
Info 207  [22:22:29.421] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 208  [22:22:29.428] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false structureIsReused:: Completely Elapsed: 7.041456997394562ms
Info 209  [22:22:29.428] Different program with same set of files
Info 210  [22:22:30.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 211  [22:22:30.128] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 13.570613000541925ms
Info 212  [22:22:30.129] Different program with same set of files
Info 213  [22:22:30.216] getCompletionData: Get current token: 0.008855998516082764
Info 214  [22:22:30.216] getCompletionData: Is inside comment: 0.0024740025401115417
Info 215  [22:22:30.216] getCompletionData: Get previous token: 0.04454299807548523
Info 216  [22:22:30.216] getCompletionsAtPosition: isCompletionListBlocker: 0.16788500174880028
Info 217  [22:22:30.219] getExportInfoMap: cache hit
Info 218  [22:22:30.227] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 6 from cache
Info 219  [22:22:30.227] collectAutoImports: response is complete
Info 220  [22:22:30.227] collectAutoImports: 7.217075999826193
Info 221  [22:22:30.227] getCompletionData: Semantic work: 10.579964000731707
Info 222  [22:22:30.246] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.224911998957396
Info 223  [22:22:32.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 224  [22:22:32.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 7.287729002535343ms
Info 225  [22:22:32.229] Different program with same set of files
Info 226  [22:22:32.536] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 227  [22:22:32.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 13.23224800080061ms
Info 228  [22:22:32.550] Different program with same set of files
Info 229  [22:22:32.924] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 230  [22:22:32.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 16.597941000014544ms
Info 231  [22:22:32.941] Different program with same set of files
Info 232  [22:22:40.173] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 233  [22:22:40.192] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 19.512838002294302ms
Info 234  [22:22:40.192] Different program with same set of files
Info 235  [22:22:40.725] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 236  [22:22:40.737] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 12.094864998012781ms
Info 237  [22:22:40.737] Different program with same set of files
Info 238  [22:22:42.235] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 239  [22:22:42.247] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 12.017349999397993ms
Info 240  [22:22:42.247] Different program with same set of files
Info 241  [22:22:43.202] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 242  [22:22:43.207] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 4.799451999366283ms
Info 243  [22:22:43.207] Different program with same set of files
Info 244  [22:27:49.263] DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 0:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 245  [22:27:49.264] Elapsed:: 0.4103200025856495ms DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 0:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 246  [22:27:49.264] DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 1:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 247  [22:27:49.264] Elapsed:: 0.03164000064134598ms DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 1:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 248  [22:27:49.264] DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 2:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 249  [22:27:49.264] Elapsed:: 0.025357000529766083ms DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png.download 2:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 250  [22:27:49.264] DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png 3:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 251  [22:27:49.264] Elapsed:: 0.02108900249004364ms DirectoryWatcher:: Triggered with /home/hamza/dev/react/airbnb-experiences-clone/src/assets/airbnb-logo.png 3:: WatchInfo: /home/hamza/dev/react/airbnb-experiences-clone/src/assets 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 252  [22:31:35.453] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 253  [22:31:35.465] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 11.239762000739574ms
Info 254  [22:31:35.465] Different program with same set of files
Info 255  [22:31:35.619] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 256  [22:31:35.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 4.506062000989914ms
Info 257  [22:31:35.623] Different program with same set of files
Info 258  [22:31:35.724] getCompletionData: Get current token: 0.03323199972510338
Info 259  [22:31:35.724] getCompletionData: Is inside comment: 0.01086999848484993
Info 260  [22:31:35.724] getCompletionData: Get previous token: 0.0741490013897419
Info 261  [22:31:35.724] getCompletionsAtPosition: isCompletionListBlocker: 0.23873800039291382
Info 262  [22:31:35.729] getCompletionData: Semantic work: 5.096779000014067
Info 263  [22:31:35.733] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.8917880021035671
Info 264  [22:31:36.251] Format host information updated
Info 265  [22:31:36.252] Format host information updated
Info 266  [22:31:36.253] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 267  [22:31:36.267] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 13.517103001475334ms
Info 268  [22:31:36.267] Different program with same set of files
Info 269  [22:31:36.268] getCompletionData: Get current token: 0.08277599886059761
Info 270  [22:31:36.268] getCompletionData: Is inside comment: 0.018243998289108276
Info 271  [22:31:36.268] getCompletionData: Get previous token: 0.19148899987339973
Info 272  [22:31:36.270] getCompletionsAtPosition: isCompletionListBlocker: 0.06283799931406975
Info 273  [22:31:36.345] getCompletionData: Semantic work: 75.19327300041914
Info 274  [22:31:36.351] getCompletionData: Get current token: 0.018174000084400177
